Drug Name,Drug Subcategory
Iloperidone,Atypical Antipsychotic [EPC]
Altropane,others
Lofexidine,others
Pirfenidone,Pyridone [EPC]
Ramoplanin,others
Ezogabine,others
Tecadenoson,others
Azimilide,others
R115777,others
Troxacitabine,others
Lucanthone,others
Lesopitron,others
Aplidine,others
Talampanel,others
Denufosol,others
Imexon,others
BMS068645,others
Ingenol Mebutate,others
Ataluren,others
Amonafide,others
Arimoclomol,others
Ularitide,others
Anatibant,others
Indacaterol,others
Erdosteine,others
Fenretinide,others
TMC278,others
Ganaxolone,others
Cimicoxib,others
AG3340,others
AG7088,others
Asimadoline,others
Pleconaril,others
HE2000,others
Trabectedin,others
Gemcabene,others
Aminocandin,others
Elsamitrucin,others
Lobeline,others
OXI4503,others
PA824,others
E2012,others
SQ109,others
Sofalcone,others
AN2728,others
Beraprost,others
Tetrodotoxin,others
LGD2941,others
Cobimetinib,others
Silver sulfadiazine,Sulfonamide Antibacterial [EPC]
Methsuximide,others
5-bromo-cytidinemonophosphate,others
VRX496,others
ACCLAIM,others
Oxypurinol,others
Ecabet,others
Ibudilast,others
Rotigotine,others
CA4P,others
anecortave acetate,Non-Standardized Plant Allergenic Extract [EPC]
MPC-7869,others
Vandetanib,others
ED-71,others
DHA-paclitaxel,Vitamin C [EPC]
OPC-6535,others
DN-101,others
Pimavanserin,others
NGX-4010,others
AS-3201,others
ATL-2502,others
ONO-2506,others
KW-3902,others
CDB-2914,others
K101,others
APL-202,others
pimagedine HCl,others
polyacrylic acid,others
AGI-1067,others
CEP-1347,others
NCX 701,others
ERA-923,others
GW 501516,others
CI-1033,others
talactoferrin alpha,others
motexafin gadolinium,others
ABT-510,others
BNP-166,others
BRX-235,others
LJP 1082,others
PX-12,others
ETC-588,others
ABT-089,others
TLK-199,others
131-I-TM-601,others
MLN-518,others
SCV-07,others
CZEN 002,others
LE-SN38,others
99mTc-ciprofloxacin,others
T131,others
Epicept NP-1,others
CP-4055,Non-Standardized Food Allergenic Extract [EPC]
KW-7158,others
CF-101,Expectorant [EPC]
Telaprevir,others
faropenem medoxomil,Thiazide Diuretic [EPC]
SCH-503034,others
Apremilast,others
Elesclomol,others
MGI-114,others
SR 140333,others
Perflubron emulsion,others
SLV 306,others
beta alethine,others
dehydroepiandrosterone sulfate,others
BNP 1350,others
Abiraterone,others
VNP 40101M,others
CNS-5161,alpha-Adrenergic Agonist [EPC]
7a-methyl-19-nortestosterone,others
OPC-51803,others
Rivanicline,others
TASQ,others
PPI-2458,others
BILN 2061,others
CTI-01,others
UC-781,others
HCV-086,others
UCB 44212,others
Cariprazine,others
ITI-007,others
TC-5619,Radioactive Diagnostic Agent [EPC]
Sertindole,others
Sulfathiazole,others
Mianserin,others
Sulfadimethoxine,others
Acetylcysteine,Antidote [EPC]
Rimonabant,others
Romidepsin,others
Icatibant,others
Rufinamide,others
Alogliptin,others
Tapentadol,others
Silodosin,alpha-Adrenergic Blocker [EPC]
Prasugrel,others
Eltrombopag,others
Doripenem,others
Tolvaptan,Vasopressin V2 Receptor Antagonist [EPC]
Regadenoson,Adenosine Receptor Agonist [EPC]
Lacosamide,others
Dalbavancin,others
Rivaroxaban,others
Avanafil,others
Eflornithine,others
Incadronate,others
Hexaminolevulinate,others
Droxidopa,others
Udenafil,others
Sitaxentan,others
Alvimopan,others
Levocetirizine,others
Temsirolimus,others
Amisulpride,others
Simeprevir,others
Dapagliflozin,others
Saxagliptin,others
Bazedoxifene,others
Telavancin,others
Ambrisentan,Endothelin Receptor Antagonist [EPC]
Doxercalciferol,Vitamin D2 Analog [EPC]
Oxymetholone,others
Armodafinil,others
Etravirine,Human Immunodeficiency Virus 1 Non-Nucleoside Analog Reverse Transcriptase Inhibitor [EPC]
Cethromycin,others
Cangrelor,others
Prucalopride,others
Gaboxadol,others
Bevirimat,others
Pazopanib,others
Ceftaroline fosamil,others
Agomelatine,others
Panobinostat,others
Apixaban,Factor Xa Inhibitor [EPC]
Peramivir,others
Bosutinib,others
Flupirtine,others
Isavuconazonium,others
Dalfampridine,Potassium Channel Blocker [EPC]
Pasireotide,others
Esmirtazapine,others
Vilazodone,others
Mepyramine,others
Mevastatin,others
Xylometazoline,others
Dabigatran etexilate,others
Arbekacin,others
Artemether,others
Betahistine,others
Degarelix,others
Desvenlafaxine,Serotonin and Norepinephrine Reuptake Inhibitor [EPC]
Dexmethylphenidate,others
Fesoterodine,others
Gadobutrol,others
Iobenguane,others
Isometheptene,others
Levonordefrin,others
Lumefantrine,others
Methacholine,others
Methyltestosterone,Androgen [EPC]
Naphazoline,others
Nilvadipine,others
Norelgestromin,Estrogen [EPC]
Propylhexedrine,others
Fospropofol,others
Fosaprepitant,others
Stanozolol,others
Calcium carbonate,others
Lornoxicam,others
Bufuralol,others
Sparteine,others
Aniline,others
Sulfaphenazole,others
Gestodene,others
Seproxetine,others
beta-Naphthoflavone,others
Bafilomycin A1,others
Ketobemidone,others
ginkgolide-A,others
ginkgolide-B,others
ginkgolide-C,others
ginkgolide-J,others
ginkgolide-M,Radiographic Contrast Agent [EPC]
ginsenoside C,others
ginsenoside Rb1,others
Ginsenoside Rg1,others
Drotaverine,others
Glycine betaine,others
Tetryzoline,others
Alcaftadine,others
Ammonium lactate,others
Bendamustine,others
Benzyl alcohol,others
Besifloxacin,others
Cabazitaxel,others
Capsaicin,others
Carglumic Acid,others
Chenodeoxycholic acid,others
Difluprednate,others
Dimercaprol,others
Ganirelix,others
Halcinonide,Corticosteroid [EPC]
Hexocyclium,others
Histrelin,others
Hydroxyprogesterone caproate,others
Lanreotide,others
Lanthanum carbonate,others
Levopropoxyphene,others
Lodoxamide,others
Mafenide,others
Mangafodipir,others
Hexamethylenetetramine,others
Methylnaltrexone,others
Nepafenac,others
Niclosamide,others
Nonoxynol-9,others
Plerixafor,others
Plicamycin,others
Polidocanol,others
Pralatrexate,Folate Analog Metabolic Inhibitor [EPC]
Pyrvinium,others
Sodium phenylbutyrate,others
Sulconazole,others
Triethylenetetramine,others
Triptorelin,others
Viomycin,others
5-[2-(1H-pyrrol-1-yl)ethoxy]-1H-indole,others
4-BROMO-3-(CARBOXYMETHOXY)-5-[3-(CYCLOHEXYLAMINO)PHENYL]THIOPHENE-2-CARBOXYLIC ACID,others
"(1-HYDROXYHEPTANE-1,1-DIYL)BIS(PHOSPHONIC ACID)",others
2-((9H-PURIN-6-YLTHIO)METHYL)-5-CHLORO-3-(2-METHOXYPHENYL)QUINAZOLIN-4(3H)-ONE,others
"2-(3-FLUORO-4-HYDROXYPHENYL)-7-VINYL-1,3-BENZOXAZOL-5-OL",others
1-CYCLOHEXYL-N-{[1-(4-METHYLPHENYL)-1H-INDOL-3-YL]METHYL}METHANAMINE,others
"N-(2-hydroxy-1,1-dimethylethyl)-1-methyl-3-(1H-pyrrolo[2,3-b]pyridin-2-yl)-1H-indole-5-carboxamide",others
(2S)-2-[3-(AMINOMETHYL)PHENYL]-3-{(S)-HYDROXY[(1R)-2-METHYL-1-{[(2-PHENYLETHYL)SULFONYL]AMINO}PROPYL]PHOSPHORYL}PROPANOIC ACID,others
N-(5-(4-CHLORO-3-(2-HYDROXY-ETHYLSULFAMOYL)- PHENYLTHIAZOLE-2-YL)-ACETAMIDE,others
"(2R)-N~4~-hydroxy-2-(3-hydroxybenzyl)-N~1~-[(1S,2R)-2-hydroxy-2,3-dihydro-1H-inden-1-yl]butanediamide",others
methyl L-phenylalaninate,others
N-(ethoxycarbonyl)-L-leucine,others
"diethyl [(1R)-1,5-diaminopentyl]boronate",others
D-phenylalanyl-N-[(1S)-4-{[amino(iminio)methyl]amino}-1-(chloroacetyl)butyl]-L-prolinamide,others
(4R)-4-(3-butoxy-4-methoxybenzyl)imidazolidin-2-one,others
"2',5'-DIDEOXY-ADENOSINE 3'-MONOPHOSPHATE",others
"4-[(7-OXO-7H-THIAZOLO[5,4-E]INDOL-8-YLMETHYL)-AMINO]-N-PYRIDIN-2-YL-BENZENESULFONAMIDE",others
(S)-N-(4-carbamimidoylbenzyl)-1-(2-(cyclopentylamino)ethanoyl)pyrrolidine-2-carboxamide,others
"7-[3-(4-FLUORO-PHENYL)-1-ISOPROPYL-1H-INDOL-2-YL]-3,5-DIHYDROXY-HEPTANOIC ACID",others
"5-[(3S)-3-(2-methoxybiphenyl-4-yl)but-1-yn-1-yl]-6-methylpyrimidine-2,4-diamine",others
"1-(1'-{[3-(methylsulfanyl)-2-benzothiophen-1-yl]carbonyl}spiro[1-benzofuran-3,4'-piperidin]-5-yl)methanamine",others
"1-[1'-(3-phenylacryloyl)spiro[1-benzofuran-3,4'-piperidin]-5-yl]methanamine",others
(S)-N-(4-carbamimidoylbenzyl)-1-(2-(cyclohexylamino)ethanoyl)pyrrolidine-2-carboxamide,others
N-(pyridin-3-ylmethyl)aniline,others
4-[(3S)-1-AZABICYCLO[2.2.2]OCT-3-YLAMINO]-3-(1H-BENZIMIDAZOL-2-YL)-6-CHLOROQUINOLIN-2(1H)-ONE,others
N-cycloheptylglycyl-N-(4-carbamimidoylbenzyl)-L-prolinamide,others
2-(2-HYDROXY-BIPHENYL)-1H-BENZOIMIDAZOLE-5-CARBOXAMIDINE,others
6-FLUORO-2-(2-HYDROXY-3-ISOBUTOXY-PHENYL)-1H-BENZOIMIDAZOLE-5-CARBOXAMIDINE,others
6-FLUORO-2-[2-HYDROXY-3-(2-METHYL-CYCLOHEXYLOXY)-PHENYL]-1H-INDOLE-5-CARBOXAMIDINE,others
N-(4-CARBAMIMIDOYL-3-CHORO-PHENYL)-2-HYDROXY-3-IODO-5-METHYL-BENZAMIDE,others
N-cyclooctylglycyl-N-(4-carbamimidoylbenzyl)-L-prolinamide,others
N-ALLYL-5-AMIDINOAMINOOXY-PROPYLOXY-3-CHLORO-N-CYCLOPENTYLBENZAMIDE,others
"2-(2-chloropyridin-4-yl)-4-methyl-1H-isoindole-1,3(2H)-dione",others
6-(2-HYDROXY-CYCLOPENTYL)-7-OXO-HEPTANAMIDINE,others
2-HYDROXY-5-(2-MERCAPTO-ETHYLSULFAMOYL)-BENZOIC ACID,others
"2-(3-CARBOXYPROPIONYL)-6-HYDROXY-CYCLOHEXA-2,4-DIENE CARBOXYLIC ACID",others
6-CARBAMIMIDOYL-2-[2-HYDROXY-6-(4-HYDROXY-PHENYL)-INDAN-1-YL]-HEXANOIC ACID,others
6-CARBAMIMIDOYL-2-[2-HYDROXY-5-(3-METHOXY-PHENYL)-INDAN-1-YL]-HEXANOIC ACID,others
"3,6,9,12,15,18-HEXAOXAICOSANE",others
N-(3-chlorobenzyl)-1-(4-methylpentanoyl)-L-prolinamide,others
1-[2-AMINO-2-CYCLOHEXYL-ACETYL]-PYRROLIDINE-3-CARBOXYLIC ACID 5-CHLORO-2-(2-ETHYLCARBAMOYL-ETHOXY)-BENZYLAMIDE,others
"17-HYDROXY-18A-HOMO-19-NOR-17ALPHA-PREGNA-4,9,11-TRIEN-3-ONE",others
17-METHYL-17-ALPHA-DIHYDROEQUILENIN,others
"1-((2-HYDROXYETHOXY)METHYL)-5-(PHENYLTHIO)PYRIMIDINE-2,4(1H,3H)-DIONE",others
"1-((2-HYDROXYETHOXY)METHYL)-5-(3-(BENZYLOXY)BENZYL)PYRIMIDINE-2,4(1H,3H)-DIONE",others
"(6-[4-(AMINOMETHYL)-2,6-DIMETHYLPHENOXY]-2-{[4-(AMINOMETHYL)PHENYL]AMINO}-5-BROMOPYRIMIDIN-4-YL)METHANOL",others
3-(3-FLUORO-4-HYDROXYPHENYL)-7-HYDROXY-1-NAPHTHONITRILE,Non-Standardized Plant Allergenic Extract [EPC]
"N-{5-[4-(4-METHYLPIPERAZIN-1-YL)PHENYL]-1H-PYRROLO[2,3-B]PYRIDIN-3-YL}NICOTINAMIDE",others
"N,N-DIMETHYL-4-(4-PHENYL-1H-PYRAZOL-3-YL)-1H-PYRROLE-2-CARBOXAMIDE",others
1-[(2R)-2-aminobutanoyl]-N-(3-chlorobenzyl)-L-prolinamide,others
"5-(4'-AMINO-1'-ETHYL-5',8'-DIFLUORO-1'H-SPIRO[PIPERIDINE-4,2'-QUINAZOLINE]-1-YLCARBONYL)PICOLINONITRILE",others
"(1S)-2-[(2S,5R)-2-(AMINOMETHYL)-5-PROP-1-YN-1-YLPYRROLIDIN-1-YL]-1-CYCLOPENTYL-2-OXOETHANAMINE",others
(1Z)-2-HYDROXY-3-OXOHEX-1-EN-1-YL DIHYDROGEN PHOSPHATE,others
1-[1-(3-aminophenyl)-3-tert-butyl-1H-pyrazol-5-yl]-3-naphthalen-1-ylurea,others
1-[1-(3-aminophenyl)-3-tert-butyl-1H-pyrazol-5-yl]-3-phenylurea,others
4-HYDROXY-N'-(4-ISOPROPYLBENZYL)BENZOHYDRAZIDE,others
3-[({(1E)-[2-(trifluoromethyl)phenyl]methylidene}amino)oxy]propanoic acid,others
N-BENZYLOXYCARBONYL-ALA-PRO-3-AMINO-4-PHENYL-BUTAN-2-OL,others
"3(S)-METHYLCARBAMOYL-7-SULFOAMINO-3,4-DIHYDRO-1H-ISOQUINOLINE-2-CARBOXYLIC ACID TERT-BUTYL ESTER",others
"(13R,15S)-13-METHYL-16-OXA-8,9,12,22,24-PENTAAZAHEXACYCLO[15.6.2.16,9.1,12,15.0,2,7.0,21,25]HEPTACOSA-1(24),2,4,6,17(25),18,20-HEPTAENE-23,26-DIONE",others
"3-(1H-tetrazol-5-ylmethyl)-5,6,7,8-tetrahydro[1]benzothieno[2,3-d]pyrimidin-4(3H)-one",others
(2R)-2-PHENYL-N-PYRIDIN-4-YLBUTANAMIDE,others
"5-{[(4-AMINO-3-CHLORO-5-FLUOROPHENYL)SULFONYL]AMINO}-1,3,4-THIADIAZOLE-2-SULFONAMIDE",others
"(5S)-4,5-difluoro-6-[(2-fluoro-4-iodophenyl)imino]-N-(2-hydroxyethoxy)cyclohexa-1,3-diene-1-carboxamide",others
1-DECANE-SULFONIC-ACID,others
1-DODECANOL,others
"1-(4-fluorophenyl)-N-[3-fluoro-4-(1H-pyrrolo[2,3-b]pyridin-4-yloxy)phenyl]-2-oxo-1,2-dihydropyridine-3-carboxamide",others
"3-[3-chloro-5-(5-{[(1S)-1-phenylethyl]amino}isoxazolo[5,4-c]pyridin-3-yl)phenyl]propan-1-ol",others
"4-(2-amino-1-methyl-1H-imidazo[4,5-b]pyridin-6-yl)phenol",others
"N-{2-[6-(2,4-DIAMINO-6-ETHYLPYRIMIDIN-5-YL)-2,2-DIMETHYL-3-OXO-2,3-DIHYDRO-4H-1,4-BENZOTHIAZIN-4-YL]ETHYL}ACETAMIDE",others
1-[4-(hydroxymethyl)phenyl]guanidine,others
2-(2-HYDROXY-CYCLOPENTYL)-PENT-4-ENAL,others
4-(1-methyl-1-phenylethyl)phenol,others
"(1S,3aS,5aR,8aS)-1,7,7-trimethyl-1,2,3,3a,5a,6,7,8-octahydrocyclopenta[c]pentalene-4-carboxylic acid",others
"(5S,6S)-6-[(R)ACETOXYETH-2-YL]-PENEM-3-CARBOXYLATEPROPANE",others
"(2S,3S,4E,6E,8S,9S)-3-amino-9-methoxy-2,6,8-trimethyl-10-phenyldeca-4,6-dienoic acid",others
2-AMINO-4-HYDROXYPYRIMIDINE-5-CARBOXYLIC ACID ETHYL ESTER,others
"2-(2,6-DICHLOROPHENYL)-1,3-BENZOXAZOLE-6-CARBOXYLIC ACID",others
"(2S)-3-(1-{[2-(2-CHLOROPHENYL)-5-METHYL-1,3-OXAZOL-4-YL]METHYL}-1H-INDOL-5-YL)-2-ETHOXYPROPANOIC ACID",others
"1-ethyl-N-(phenylmethyl)-4-(tetrahydro-2H-pyran-4-ylamino)-1H-pyrazolo[3,4-b]pyridine-5-carboxamide",others
"[4-R-(4-ALPHA,6-BETA,7-BETA]-HEXAHYDRO-5,6-DI(HYDROXY)-1,3-DI(ALLYL)-4,7-BISPHENYLMETHYL)-2H-1,3-DIAZEPINONE",others
D-leucyl-N-(3-chlorobenzyl)-L-prolinamide,others
"UNDECA-3,7-DIENE-1,3,7,11-TETRACARBALDEHYDE",others
"(2R,3R)-3-{[3,5-BIS(TRIFLUOROMETHYL)PHENYL]AMINO}-2-CYANO-3-THIOXOPROPANAMIDE",others
"1-({2-[2-(4-CHLOROPHENYL)ETHYL]-1,3-DIOXOLAN-2-YL}METHYL)-1H-IMIDAZOLE",others
"naphthalene-1,2,4,5,7-pentol",others
"N-[2-(1,3-BENZODIOXOL-5-YL)ETHYL]-1-[2-(1H-IMIDAZOL-1-YL)-6-METHYLPYRIMIDIN-4-YL]-D-PROLINAMIDE",others
(4-fluorophenyl)(pyridin-4-yl)methanone,others
2-(2-METHYLPHENYL)-1H-INDOLE-6-CARBOXIMIDAMIDE,others
D-phenylalanyl-N-(3-chlorobenzyl)-L-prolinamide,others
"(2R,4R)-N~1~-(4-CHLOROPHENYL)-N~2~-[2-FLUORO-4-(2-OXOPYRIDIN-1(2H)-YL)PHENYL]-4-METHOXYPYRROLIDINE-1,2-DICARBOXAMIDE",others
(2S)-2-[3-(AMINOMETHYL)PHENYL]-3-[(R)-HYDROXY{(1R)-2-METHYL-1-[(PHENYLSULFONYL)AMINO]PROPYL}PHOSPHORYL]PROPANOIC ACID,others
"2-[(1R)-1-carboxy-2-naphthalen-1-ylethyl]-1,3-dioxo-2,3-dihydro-1H-isoindole-5-carboxylic acid",others
2-(3-METHYLPHENYL)-1H-INDOLE-5-CARBOXIMIDAMIDE,others
(2R)-2-benzyl-3-nitropropanoic acid,others
3-(2-AMINOQUINAZOLIN-6-YL)-4-METHYL-N-[3-(TRIFLUOROMETHYL)PHENYL]BENZAMIDE,others
"(9Z,11E,13S)-13-hydroxyoctadeca-9,11-dienoic acid",others
[5-HYDROXY-2-(4-HYDROXYPHENYL)-1-BENZOFURAN-7-YL]ACETONITRILE,others
(2S)-2-{[HYDROXY(4-IODOBENZYL)PHOSPHORYL]METHYL}PENTANEDIOIC ACID,others
1-butanoyl-N-(4-carbamimidoylbenzyl)-L-prolinamide,others
"N-[amino(imino)methyl]-2-(2,5-diphenyl-1H-pyrrol-1-yl)acetamide",others
"(1-HYDROXYNONANE-1,1-DIYL)BIS(PHOSPHONIC ACID)",others
"10,11-dimethoxy-4-methyldibenzo[c,f]-2,7-naphthyridine-3,6-diamine",others
N-(tert-butyl)-4-[5-(pyridin-2-ylamino)quinolin-3-yl]benzenesulfonamide,others
(1R)-3-chloro-1-phenylpropan-1-ol,others
"2',6'-DIFLUOROBIPHENYL-4-CARBOXYLIC ACID",others
N-(4-carbamimidoylbenzyl)-1-(4-methylpentanoyl)-L-prolinamide,others
"4-(6-HYDROXY-BENZO[D]ISOXAZOL-3-YL)BENZENE-1,3-DIOL",others
4-[[2-[[4-chloro-3-(trifluoromethyl)phenyl]amino]-3H-benzimidazol-5-yl]oxy]-N-methyl-pyridine-2-carboxamide,others
"N-(TRANS-4-{(1S,2S)-2-AMINO-3-[(3S)-3-FLUOROPYRROLIDIN-1-YL]-1-METHYL-3-OXOPROPYL}CYCLOHEXYL)-N-METHYLACETAMIDE",others
"N-ethyl-4-{[5-(methoxycarbamoyl)-2-methylphenyl]amino}-5-methylpyrrolo[2,1-f][1,2,4]triazine-6-carboxamide",others
(Z)-2-[2-(4-methylpiperazin-1-yl)benzyl]diazenecarbothioamide,others
N-(4-carbamimidoylbenzyl)-1-(3-phenylpropanoyl)-L-prolinamide,others
(3S)-1-{[4-(but-2-yn-1-yloxy)phenyl]sulfonyl}pyrrolidine-3-thiol,others
N-(3-cyclopropyl-1H-pyrazol-5-yl)-2-(2-naphthyl)acetamide,others
N-hydroxy-4-({4-[4-(trifluoromethyl)phenoxy]phenyl}sulfonyl)tetrahydro-2H-pyran-4-carboxamide,others
"(2S,3S)-3-(4-fluorophenyl)-2,3-dihydroxypropanoic acid",others
1-[(2R)-2-aminobutanoyl]-N-(4-carbamimidoylbenzyl)-L-prolinamide,others
2-ANILINO-6-CYCLOHEXYLMETHOXYPURINE,others
"N'-[(1E)-(3,5-dibromo-2,4-dihydroxyphenyl)methylidene]naphthalene-2-carbohydrazide",others
"4-chloro-N'-[(1E)-(3,5-dibromo-2,4-dihydroxyphenyl)methylidene]benzohydrazide",others
(3R)-3-ethyl-N-[(4-methylphenyl)sulfonyl]-L-aspartic acid,others
(2S)-2-HYDROXY-2H-CHROMENE-2-CARBOXYLIC ACID,others
2-CHLORO-5-(3-CHLORO-PHENYL)-6-[(4-CYANO-PHENYL)-(3-METHYL-3H-IMIDAZOL-4-YL)- METHOXYMETHYL]-NICOTINONITRILE,others
"2-(cycloheptylmethyl)-1,1-dioxido-1-benzothiophen-6-yl sulfamate",others
"3,4-bis(7-chloro-1H-indol-3-yl)-1H-pyrrole-2,5-dicarboxylic acid",others
"N-(4-ACETYLPHENYL)-5-(5-CHLORO-2,4-DIHYDROXYPHENYL)-1H-PYRAZOLE-4-CARBOXAMIDE",others
"4-CHLORO-6-(4-{4-[4-(METHYLSULFONYL)BENZYL]PIPERAZIN-1-YL}-1H-PYRAZOL-5-YL)BENZENE-1,3-DIOL",others
"5-(5-CHLORO-2,4-DIHYDROXYPHENYL)-N-ETHYL-4-PIPERAZIN-1-YL-1H-PYRAZOLE-3-CARBOXAMIDE",others
(1S)-2-(1H-INDOL-3-YL)-1-{[(5-ISOQUINOLIN-6-YLPYRIDIN-3-YL)OXY]METHYL}ETHYLAMINE,others
"N-[(1R,2R,3E)-2-hydroxy-1-(hydroxymethyl)heptadec-3-en-1-yl]acetamide",others
"5-(5-chloro-2,4-dihydroxyphenyl)-N-ethyl-4-[4-(morpholin-4-ylmethyl)phenyl]isoxazole-3-carboxamide",others
"(5-(aminomethyl)-2H-spiro[benzofuran-3,4'-piperidine]-1'-yl)(5-(phenylethynyl)furan-2-yl)methanone",others
"3-[3-(3-methyl-6-{[(1S)-1-phenylethyl]amino}-1H-pyrazolo[4,3-c]pyridin-1-yl)phenyl]propanamide",others
"5-(5-CHLORO-2,4-DIHYDROXYPHENYL)-N-ETHYL-4-(4-METHOXYPHENYL)ISOXAZOLE-3-CARBOXAMIDE",others
HEXYLPHOSPHONIC ACID (R)-2-METHYL-3-PHENYLPROPYL ESTER,others
HEXYLPHOSPHONIC ACID (S)-2-METHYL-3-PHENYLPROPYL ESTER,others
"6-ETHYL-5-[9-(3-METHOXYPROPYL)-9H-CARBAZOL-2-YL]PYRIMIDINE-2,4-DIAMINE",others
"1,1'-HEXANE-1,6-DIYLBIS(1H-IMIDAZOLE)",Angiotensin 2 Receptor Blocker [EPC]
"2-amino-4-[2,4-dichloro-5-(2-pyrrolidin-1-ylethoxy)phenyl]-N-ethylthieno[2,3-d]pyrimidine-6-carboxamide",others
"2-CHLORO-N-(3-CYANO-5,6-DIHYDRO-4H-CYCLOPENTA[B]THIOPHEN-2-YL)-5-DIETHYLSULFAMOYL-BENZAMIDE",others
"N-{2-[(4'-CYANO-1,1'-BIPHENYL-4-YL)OXY]ETHYL}-N'-HYDROXY-N-METHYLUREA",others
"7A-[(4-cyanophenyl)methyl]-6-(3,5-dichlorophenyl)-5-oxo-2,3,5,7A-tetrahydro-1H-pyrrolo[1,2-A]pyrrole-7-carbonitrile",others
"4,4'-PROPANE-2,2-DIYLDIPHENOL",others
"5-hydroxy-4-(7-methoxy-1,1-dioxido-2H-1,2,4-benzothiadiazin-3-yl)-2-(3-methylbutyl)-6-phenylpyridazin-3(2H)-one",others
"1-(5-OXO-2,3,5,9B-TETRAHYDRO-1H-PYRROLO[2,1-A]ISOINDOL-9-YL)-3-(5-PYRROLIDIN-2-YL-1H-PYRAZOL-3-YL)-UREA",others
(2S)-1-{[5-(1H-INDAZOL-5-YL)PYRIDIN-3-YL]OXY}-3-[(7AS)-7AH-INDOL-3-YL]PROPAN-2-AMINE,others
"N'-[(1E)-(3,5-dibromo-2,4-dihydroxyphenyl)methylidene]-4-methoxybenzohydrazide",others
"5-(dodecylthio)-1H-1,2,3-triazole-4-carboxylic acid",others
(2S)-2-(1H-indol-3-yl)hexanoic acid,others
(2S)-2-(1H-indol-3-yl)pentanoic acid,others
(2S)-8-[(tert-butoxycarbonyl)amino]-2-(1H-indol-3-yl)octanoic acid,others
"(5-phenyl-7-(pyridin-3-ylmethylamino)pyrazolo[1,5-a]pyrimidin-3-yl)methanol",others
"(1R,2R,3R,4S,5R)-4-(BENZYLAMINO)-5-(METHYLTHIO)CYCLOPENTANE-1,2,3-TRIOL",others
2-[({4-[2-(trifluoromethyl)phenyl]piperidin-1-yl}carbonyl)amino]benzoic acid,others
"2-CHLORO-N-[(1R,2R)-1-HYDROXY-2,3-DIHYDRO-1H-INDEN-2-YL]-6H-THIENO[2,3-B]PYRROLE-5-CARBOXAMIDE",others
2-(4-(2-HYDROXY-3-(ISOPROPYLAMINO)PROPOXY)PHENYL)ETHANAMIDE,others
2-HYDROXY-5-{[(1E)-2-PHENYLETHYLIDENE]AMINO}-L-TYROSINE,others
{4-[2-BENZYL-3-METHOXY-2-(METHOXYCARBONYL)-3-OXOPROPYL]PHENYL}SULFAMIC ACID,others
"4-[(1E,7E)-8-(2,6-DIOXO-1,2,3,6-TETRAHYDROPYRIMIDIN-4-YL)-3,6-DIOXA-2,7-DIAZAOCTA-1,7-DIEN-1-YL]BENZOIC ACID",others
"N-[2-methyl-5-(methylcarbamoyl)phenyl]-2-{[(1R)-1-methylpropyl]amino}-1,3-thiazole-5-carboxamide",others
"(3,3-dimethylpiperidin-1-yl)(6-(3-fluoro-4-methylphenyl)pyridin-2-yl)methanone",others
"(2S,3S)-4-cyclopropyl-3-{(3R,5R)-3-[2-fluoro-4-(methylsulfonyl)phenyl]-1,2,4-oxadiazolidin-5-yl}-1-[(3S)-3-fluoropyrrolidin-1-yl]-1-oxobutan-2-amine",others
"(2S,3S)-3-{3-[2-chloro-4-(methylsulfonyl)phenyl]-1,2,4-oxadiazol-5-yl}-1-cyclopentylidene-4-cyclopropyl-1-fluorobutan-2-amine",others
N-({4-[(2-aminopyridin-4-yl)oxy]-3-fluorophenyl}carbamoyl)-2-(4-fluorophenyl)acetamide,others
D-leucyl-N-(4-carbamimidoylbenzyl)-L-prolinamide,others
"2-(4-fluorophenyl)-N-{[3-fluoro-4-(1H-pyrrolo[2,3-b]pyridin-4-yloxy)phenyl]carbamoyl}acetamide",others
"[(5R)-5-(2,3-dibromo-5-ethoxy-4-hydroxybenzyl)-4-oxo-2-thioxo-1,3-thiazolidin-3-yl]acetic acid",others
"N-{3-[(5-chloro-1H-pyrrolo[2,3-b]pyridin-3-yl)carbonyl]-2,4-difluorophenyl}propane-1-sulfonamide",others
"N-{2,4-difluoro-3-[(5-pyridin-3-yl-1H-pyrrolo[2,3-b]pyridin-3-yl)carbonyl]phenyl}ethanesulfonamide",others
"(3S,5E)-3-propyl-3,4-dihydrothieno[2,3-f][1,4]oxazepin-5(2H)-imine",others
4-({4-[(4-methoxypyridin-2-yl)amino]piperidin-1-yl}carbonyl)benzonitrile,others
"(2S)-2-methyl-2,3-dihydrothieno[2,3-f][1,4]oxazepin-5-amine",others
2-[(5-hex-1-yn-1-ylfuran-2-yl)carbonyl]-N-methylhydrazinecarbothioamide,others
D-phenylalanyl-N-{4-[amino(iminio)methyl]benzyl}-L-prolinamide,others
"9-HYDROXY-6-(3-HYDROXYPROPYL)-4-(2-METHOXYPHENYL)PYRROLO[3,4-C]CARBAZOLE-1,3(2H,6H)-DIONE",others
"(3R)-3-[(1,2,3,4-tetrahydroisoquinolin-7-yloxy)methyl]-2,3-dihydrothieno[2,3-f][1,4]oxazepin-5-amine",others
"4-(1,3-BENZODIOXOL-5-YLOXY)-2-[4-(1H-IMIDAZOL-1-YL)PHENOXY]PYRIMIDINE",others
"2-(5-HYDROXY-NAPHTHALEN-1-YL)-1,3-BENZOOXAZOL-6-OL",others
