SMILES String,Solubility ALOGPS,Drug Name,Drug Subcategory,Drug Subcategory Updated,
C[As](C)SC[C@@H](N)C(O)=O,7.58,S-(Dimethylarsenic)Cysteine,others, Amino acid derivative,
O[C@H](C([O-])=O)C(=C\C([O-])=O)\C([O-])=O,39.5,4-Hydroxy-Aconitate Ion,others, Organic acid,
CCCCCCCCCCCCOS(O)(=O)=O,0.0113,Dodecyl Sulfate,others, Detergent,
CN1C(=O)CCC1(C)C,317,"1-Methyl-2-Oxy-5,5-Dimethyl Pyrrolidine",others, Organic compound,
CC(=O)C1=CC=C[N+](=C1)[C@@H]1O[C@@H](CO[P@]([O-])(=O)O[P@@](O)(=O)OC[C@@H]2O[C@H]([C@H](O)[C@H]2O)N2C=NC3=C2N=CN=C3N)[C@H](O)[C@H]1O,2.11,3-Acetyl Pyridine Adenine Dinucleotide,others, Coenzyme,
[H][C@]1(SCC(=NC=C1C(O)=O)C(O)=O)C1=CN2C(SC3=C2CCC3)=N1,0.81,"(6,7-Dihydro-5h-Cyclopenta[D]Imidazo[2,1-B]Thiazol-2-Yl]-4,7-Dihydro[1,4]Thiazepine-3,6-Dicarboxylic Acid",others, Organic compound,
C[C@H]1O[C@@H](O[C@@H]2[C@H](CO)O[C@@H](OC[C@@H]3O[C@H](O)[C@@H](O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1N[C@H]1C=C(CO)[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O[C@H]3O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]3O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O,101,Acarbose Derived Hexasaccharide,others, Carbohydrate derivative,
N[C@H]1OC2=CC=CC=C2[C@@H](O)S1,12.5,"2-Amino-4h-1,3-Benzoxathiin-4-Ol",others, Organic compound,
OC[C@@H](O)[C@H](O)[C@@H](O)CN1C(=O)N(CCCOP(O)(O)=O)C2=C1NC(=O)NC2=O,4.2,"3-{2,6,8-Trioxo-9-[(2r,3r,4r)-2,3,4,5-Tetrahydroxypentyl]-1,2,3,6,8,9-Hexahydro-7h-Purin-7-Yl}Propyl Dihydrogen Phosphate",others, Organic compound,
N[C@@H](CCCCNC([NH3+])=N)C(O)=O,0.691,L-Homoarginine,others, Amino acid,
OC(=O)C1=CC=C([Hg])C=C1,47.7,Mercuribenzoic Acid,others, Organic compound,
CC(C)OP(O)(O)=O,29.6,Phosphorylisopropane,others, Organic compound,
C[N+](C)(C)CCCC[C@@H](N)C(O)=O,0.233,N-Trimethyllysine,others, Amino acid derivative,
[H][C@](N)(CC1=CC=C(O)C=C1)C=O,2.77,Tyrosinal,others, Organic compound,
CCCCCCCCCCCCCCCC(=O)OC[C@@H](CO[P@](O)(=O)OC[C@@H](O)CO)OC(=O)CCCCCCC[C@@H]1C[C@H]1CCCCCC,0.000127,1-[Glycerolylphosphonyl]-2-[8-(2-Hexyl-Cyclopropyl)-Octanal-1-Yl]-3-[Hexadecanal-1-Yl]-Glycerol,others, Lipid derivative,
NC1=NC(=CC=N1)C1=C(N=CN1CC1CC1)C1=CC=C(F)C=C1,0.0618,4-(Fluorophenyl)-1-Cyclopropylmethyl-5-(2-Amino-4-Pyrimidinyl)Imidazole,others, Organic compound,
O[C@@H]1C=C(OC[C@H]1OS(O)(=O)=O)C(O)=O,33.2,"1,4-Dideoxy-5-Dehydro-O2-Sulfo-Glucuronic Acid",others, Deoxysugar derivative,
OC(=O)C(=O)N(C1=CC=CC=C1C(O)=O)C1=CC=CC2=C1C=CC=C2,0.00842,"Compound 5, 2-(Naphthalen-1-Yl-Oxalyl-Amino)-Benzoicacid",others, Organic compound,
NC1=NC2=C(N[C@@H]3[C@H](N2)O[C@@H](COP(O)(O)=O)C2=C3S[Mo](S)(=O)(=O)S2)C(=O)N1,3.93,"(Molybdopterin-S,S)-Dioxo-Thio-Molybdenum(V)",others, Metal complex,
[H][C@@](CSCC1=CC=CC=C1)(NC(=O)[C@]([H])(CC1=CC=CC=C1)NC(=O)N1CCOCC1)C=O,0.00494,Morpholine-4-Carboxylic Acid [1-(2-Benzylsulfanyl-1-Formyl-Ethylcarbamoyl)-2-Phenyl-Ethyl]-Amide,others, Organic compound,
C[N@@H+](CCC=C(C)C)[C@H]1CCC(C)=CC1,0.00228,R-azabisabolene,others, Organic compound,
CN1C=NC2=C(N=NC2=C1N)[C@@H]1O[C@@H](CO)[C@H](O)[C@H]1O,2.28,6-Methyl-Formycin A,others, Antibiotic,
COC1=CC(OC)=CC(CN(C)C2=CN=C3N=C(N)N=C(N)C3=C2)=C1,0.338,"2,4-Diamino-6-[N-(3',5'-Dimethoxybenzyl)-N-Methylamino]Pyrido[2,3-D]Pyrimidine",others, Organic compound,
N[C@@H](CCCC[NH3+])C(N)=O,10.4,"2,6-Diamino-Hexanoic Acid Amide",others, amino acid derivative,
OC[C@@H]1O[C@H](O)[C@@H](O)[C@H](O)[C@H]1O,782,D-Allopyranose,others, carbohydrate derivative,
OC[C@H]1O[C@@H](S[C@@H]2[C@@H](O)[C@H](CO)O[C@H](O[C@H]3[C@@H](O)[C@H](CO)O[C@H](OC4=CC=C(C=C4)[N+]([O-])=O)[C@H]3O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,48.3,4'-Nitrophenyl-3i-Thiolaminaritrioside,Amide Local Anesthetic,Amide Local Anesthetic,
CC(=O)N[C@@H]1[C@@H](O)C=C(O[C@H]1[C@H](O)[C@@H](O)CO)C(O)=O,65.2,"2-Deoxy-2,3-Dehydro-N-Acetyl-Neuraminic Acid",others, carbohydrate derivative,
N[C@@H](CNC(=O)C1=CC=CC=C1)C(O)=O,2.95,3-(Benzoylamino)-L-Alanine,others, amino acid derivative,
CC(C)CCC(O)=O,12.9,4-Methyl Valeric Acid,others, fatty acid derivative,
NCCO,849,Ethanolamine,others, amine derivative,
OC[C@H]1O[C@H]2O[C@@H]3[C@H](CO)O[C@H](O[C@@H]4[C@H](CO)O[C@@H](O[C@@H]5[C@H](CO)O[C@@H](O[C@@H]6[C@H](CO)O[C@@H](O[C@@H]7[C@H](CO)O[C@@H](O[C@@H]8[C@H](CO)O[C@@H](O[C@H]1[C@H](O)[C@H]2O)[C@H](O)[C@H]8O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3O,910,Cyclo-Hepta-Amylose,others, carbohydrate derivative,
[H][C@]1(CC(=NN1C(C)=O)C1=C(Cl)C=CC=C1)C1=CC=CC(O)=C1,0.0322,"3-[(5s)-1-Acetyl-3-(2-Chlorophenyl)-4,5-Dihydro-1h-Pyrazol-5-Yl]Phenol",others, organic compound,
NCC1=N\C(=C/C2=CC=C(O)C=C2)C(=O)N1CC=O,0.33,"[2-(Methyleneamine)-4-(4-Hydroxy-Benzylidine)-5-Oxo-4,5-Dihydro-Imidazol-1-Yl]-Acetaldehyde",others, organic compound,
CCCCP(O)(O)=O,33.4,Butylphosphonate,others, organophosphorus compound,
N[C@@H](CN1C=C(Br)C(=O)NC1=O)C(O)=O,3.41,Bromo-Willardiine,Calculi Dissolution Agent,Calculi Dissolution Agent,
OC(=O)C(=O)NC1=CC2=C(C=CN2)C=C1C(O)=O,0.16,6-(Oxalyl-Amino)-1h-Indole-5-Carboxylic Acid,others, amino acid derivative,
NS(=O)(=O)C1=CC=C(C=C1)C(=O)NCCCCNCS,0.0604,4-Sulfonamide-[4-(Thiomethylaminobutane)]Benzamide,others, organic compound,
C[C@H](NC(=O)[C@@H](CC1=CC=C(OCC(O)=O)C(=C1)P(O)(O)=O)NC(C)=O)C1=CC=C(OCC2CCCCC2)C(=C1)C(N)=O,0.00145,(4-{2-Acetylamino-2-[1-(3-Carbamoyl-4-Cyclohexylmethoxy-Phenyl)-Ethylcarbamoyl}-Ethyl}-2-Phosphono-Phenoxy)-Acetic Acid,others, organic compound,
CN(C)CCSCC1=C2N=C(N)NC(=O)C2=CC(N)=C1,0.475,"2,6-Diamino-8-(2-Dimethylaminoethylsulfanylmethyl)-3h-Quinazolin-4-One",others, organic compound,
O[C@@H]1[C@@H](O)[C@@H](O[C@H]1CO[P@](O)(=O)O[P@@](O)(=O)OP(O)(O)=O)N1C=CC(=O)NC1=O,8.37,Uridine 5'-Triphosphate,others, nucleotide,
NC1=C(N2C=C(C=CC2=N1)C(=O)C1=C(F)C=CC=C1F)C(=O)C1=CC=CC=C1,0.00214,"[2-Amino-6-(2,6-Difluoro-Benzoyl)-Imidazo[1,2-a]Pyridin-3-Yl]-Phenyl-Methanone",others, organic compound,
CC1(C)N=C(N)N=C(N)N1OCCCOC1=CC=C(Br)C=C1,0.0412,Bromo-WR99210,Calculi Dissolution Agent,Calculi Dissolution Agent,
COC(=O)CCC1=C(C)C2=CC3=C(C=C)C(C)=C4C=C5N6C(=CC7=C(C)C(CCC(=O)OC)=C8C=C1N2[Fe@@]6(N78)N34)C(C)=C5C=C,0.235,Dimethyl Propionate Ester Heme,others, porphyrin derivative,
COC1=CC=CC(=C1)C1=NC2=C(N1)C=CC=C2C(N)=O,0.1,2-(3'-Methoxyphenyl) Benzimidazole-4-Carboxamide,others, organic compound,
CN(C)C1=CC=C(C=C1)C1=NC2=C(N1)C=CC(=C2)C1=NC2=C(N1)C=C(C=C2)N1CCN(C)CC1,0.025,"2'-(4-Dimethylaminophenyl)-5-(4-Methyl-1-Piperazinyl)-2,5'-Bi-Benzimidazole",others, organic compound,
[H][C@@](CC(C)C)(NC(=O)[C@]1([H])CSCCN1S(=O)(=O)C1=CC=C(C)C=C1)C(O)=O,0.0655,"(3r)-4-(P-Toluenesulfonyl)-1,4-Thiazane-3-Carboxylicacid-L-Leucine",others, amino acid derivative,
COC(=O)N[C@]1(O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]1O)C(N)=O,129,1-Deoxy-1-Methoxycarbamido-Beta-D-Gluco-2-Heptulopyranosonamide,others, carbohydrate derivative,
[O-][N+](=O)C1=CC2=C(NC3=C2CC(=O)NC2=C3C=CC=C2)C=C1,0.0237,Alsterpaullone,others, organic compound,
CSCC[C@H](N)P(O)=O,29.7,Methionine Phosphinate,others, amino acid derivative,
CN(C1CCN(CC1)C(=O)C1=CC2=CC=CC=C2C=C1)C(=O)C1=CC2=CC=CC=C2C=C1C(=O)[C@@H](C1=CC=CC2=CC=CC=C12)P(O)(O)=O,0.000133,2-[3-({Methyl[1-(2-Naphthoyl)Piperidin-4-Yl]Amino}Carbonyl)-2-Naphthyl]-1-(1-Naphthyl)-2-Oxoethylphosphonic Acid,others, organic compound,
CN(CCCOC1=CC=C(Cl)C=C1Cl)CC#C,0.014,"N-Methyl-N-Propargyl-3-(2,4-Dichlorophenoxy)Propylamine",others, organic compound,
CC(C)SC(N)=N,3.18,S-Isopropyl-Isothiourea,others, organic compound,
OC1=CC=C(CCNC2=NC(SCCCC3=CC=C(Cl)C=C3)=NC(=N2)N2CCNCC2)C=C1,0.00471,"4-(2-{[4-{[3-(4-Chlorophenyl)Propyl]Sulfanyl}-6-(1-Piperazinyl)-1,3,5-Triazin-2-Yl]Amino}Ethyl)Phenol",others, organic compound,
[H][C@]1(C)CN(CCCCCCCCNC=O)C[C@@]([H])(C)O1,0.185,MF268,others, organic compound,
NC1=NC2=C(N=CN2[C@@H]2O[C@@H](CO[P@](O)(=O)OP(O)(O)=O)[C@H](O[P@](O)(=O)OP(O)(O)=O)[C@H]2O)C(=O)N1,8.42,"Guanosine-5',3'-Tetraphosphate",others, Nucleotide,
NC1=NC2=C(N=CN2[C@@H]2O[C@@H](CO[P@](O)(=O)O[P@@](O)(=O)O[C@H]3O[C@H]([C@H](O)[C@@H](O)[C@@H]3O)C(O)=O)[C@H](O)[C@H]2O)C(=O)N1,7.6,"Guanosine 5'-(Trihydrogen Diphosphate), P'-D-Mannopyranosyl Ester",others, Nucleotide,
N[C@H](CO)C(=O)N[C@H]1[C@H](CO)O[C@H]([C@@H]1O)N1C=NC2=C1N=CN=C2N,9.74,N'-L-Seryl-3'-Amino-(3'-Deoxy)-Adenosine,others, Adenosine analog,
CN1[C@H]2CC[C@@H]1C[C@H](O)C2,645,Pseudotropine,others, Tropane alkaloid,
N[C@@H](CCCNC(N)=[NH2+])C(O)=O,25.7,D-Arginine,others, Amino acid,
C[C@@H]1O[C@H](O)[C@@H](O)C[C@H]1O,848,Tyvelose,others, Carbohydrate,
[H][C@](N)(CC1=CC=CC=C1)C(N)=O,2.77,Phenylalanine Amide,Amide Local Anesthetic,Amide Local Anesthetic,
OC1=CC=C(CN2C3=C(CCN(C3)C(=O)C3=CC=C(O)C=C3)C3=CC=CC=C23)C=C1,0.00982,"1,3,4,9-Tetrahydro-2-(Hydroxybenzoyl)-9-[(4-Hydroxyphenyl)Methyl]-6-Methoxy-2h-Pyrido[3,4-B]Indole",others, Small molecule,
N[C@@H](CO[V](O)([O-])([O-])[O-])C(O)=O,32.5,Serine Vanadate,others, Enzyme inhibitor,
CN(C)C1=CC=CC2=C1C=CC=C2S(=O)(=O)NCCCCNC(=O)C12CC3CC(CC(C3)C1)C2,0.00143,Adamantane-1-Carboxylic Acid-5-Dimethylamino-Naphthalene-1-Sulfonylamino-Butyl-Amide,others, Small molecule,
[H][C@@](C)(NC(=O)OCC1=CC=CC=C1)C(=O)N1CCC[C@@]1([H])C(O)=O,0.897,Z-Ala Prolinal,Prostaglandin Analog,Prostaglandin Analog,
OCC(=O)[C@@H](O)[C@H](O)COP(O)(O)=O,26.1,Ribulose-5-Phosphate,Barbiturate,Barbiturate,
CC(C)(O\N=C(/C(=O)NCB(O)O)C1=CSC(N)=N1)C(O)=O,0.115,Pinacol[[2-Amino-Alpha-(1-Carboxy-1-Methylethoxyimino)-4-Thiazoleacetyl]Amino]Methaneboronate,others, Small molecule,
CC(C)(CO[P@](O)(=O)O[P@@](O)(=O)OC[C@@H]1O[C@H]([C@H](O)[C@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N)[C@@H](O)C(=O)NCCC(=O)NCCSS,4.26,Coenzyme a Persulfide,others, Coenzyme,
ClC1=CC=C(CN(CC2=CC=C(Cl)C=C2)C2=NNN=N2)C=C1,0.0563,"N,N-Bis(4-Chlorobenzyl)-1h-1,2,3,4-Tetraazol-5-Amine",others, Small molecule,
CC(C)[C@H](C)\C=C\[C@@H](C)[C@@H]1CC[C@H]2C3=CC=C4C[C@@H](O)CC[C@]4(C)[C@@H]3CC[C@@]12C,0.000156,Ergosterol,others, Sterol,
CCCCCCCCCCCCC(=O)CC(O)=O,0.00211,3-Oxo-Pentadecanoic Acid,others, Fatty acid,
OC[C@@H]1O[C@H](OC2=CC(=CC(=C2)[N+]([O-])=O)C(=O)NC(CN2CCOCC2)CN2CCOCC2)[C@@H](O)[C@H](O)[C@H]1O,7.43,"N-(2-Morpholin-4-Yl-1-Morpholin-4-Ylmethyl-Ethyl)-3-Nitro-5-(3,4,5-Trihydroxy-6-Hydroxymethyl-Tetrahydro-Pyran-2-Yloxy)-Benzamide",others, Small molecule,
N[C@H](COC(=O)[C@@H](NC(=O)CC1=CC=CS1)[C@H]1NC(C([O-])=O)=C(CS1)\C=C\C1=CC=C(C=C1[N+]([O-])=O)[N+]([O-])=O)C([O-])=O,0.00276,Nitrocefin Acyl-Serine,others, Antibiotic,
CO[C@H](O)C1=CC=C(CN2[C@H](COC3=CC=CC=C3)[C@@H](O)[C@H](O)[C@H](COC3=CC=CC=C3)N(CC3=CC=C(CO)C=C3)S2(=O)=O)C=C1,0.0873,"2-[4-(Hydroxy-Methoxy-Methyl)-Benzyl]-7-(4-Hydroxymethyl-Benzyl)-1,1-Dioxo-3,6-Bis-Phenoxymethyl-1lambda6-[1,2,7]Thiadiazepane-4,5-Diol",others, Small molecule,
OC(=O)CCCCCC\C=C/[C@@H]1O[Fe@]23ON1CCCC[C@@H](NC(=O)[C@@H]1CO[C@H](N1)C1=CC=CC=C1O2)C(=O)OCCC(=O)N[C@@H]1CCCCN(O3)C1=O,0.24,Carboxymycobactin T,others, Antibiotic,
OC(=O)C1=C(C=C(OC2=C(NC(=O)C3=CC(=CC=C3)[N+]([O-])=O)C=CC=C2)C=C1)C(O)=O,0.00235,4-{2-[(3-Nitrobenzoyl)Amino]Phenoxy}Phthalic Acid,others, Small molecule,
C[C@H](C(O)=O)C(=O)SCCNC(=O)CCNC(=O)[C@@H](O)C(C)(C)CO[P@](O)(=O)O[P@@](O)(=O)OC[C@@H]1O[C@H]([C@H](O)[C@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N,3.57,Methylmalonyl-Coenzyme A,others, Coenzyme,
CO[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,862,Methyl beta-galactoside,others, Carbohydrate,
NC1=NC2=NC=C(CO[P@](O)(=O)OP(O)(O)=O)N=C2C(=O)N1,5.52,[Pterin-6-Yl Methanyl]-Phosphonophosphate,others, Small molecule,
C[C@@H](NC(N)=O)C(O)=O,59,N-Carbamoyl-Alanine,others, Amino acid,
OC1=CC=C(CC(=O)NC2=NC=C(N=C2CC2=CC=CC=C2)C2=CC=C(O)C=C2)C=C1,0.00277,Coelenteramide,others, Small molecule,
CCC[N+]#[C-],1.24,N-Propyl Isocyanide,others, Small molecule,
OC(=O)CCCCC1=CC=CC=C1,0.204,5-Phenylvaleric Acid,others, Amino acid derivative,
CC1=CC=C(O)C=C1C,5.45,"3,4-Dimethylphenol",others, Phenol derivative,
CCCCN1C(CC2=C(OC)C=CC(OC)=C2)=NC2=C(N)N=C(F)N=C12,0.0383,"9-Butyl-8-(2,5-Dimethoxy-Benzyl)-2-Fluoro-9h-Purin-6-Ylamine",others, Purine derivative,
CC[N+]1=C(C)C(C(=O)OC(C)C)=C(C2=CC=CC=C2Cl)C(C(O)=O)=C1C(O)=O,0.00119,"2,3-Dicarboxy-4-(2-Chloro-Phenyl)-1-Ethyl-5-Isopropoxycarbonyl-6-Methyl-Pyridinium",others, Small molecule,
NC1=CC=CC=C1C(O)=O,6.81,6-Aminobenzoic Acid,others, Amino acid derivative,
O[C@@H]1[C@@H](O)[C@@H](O[C@H]1COP(O)(O)=O)N1C=NC(C(N)=O)=C1\C=C\C(=O)N(CC1=CC=C2N=C(N)NC(=O)C2=N1)C1=CC=C(C=C1)C(=O)N[C@H](CCC(O)=O)C(O)=O,0.113,"Beta-Dadf, Msa, Multisubstrate Adduct Inhibitor",others, Small molecule,
[H][C@@](CC1=CC=CC=C1)(NC(N)=O)C(O)=O,1.84,D-[(Amino)Carbonyl]Phenylalanine,others, Amino acid derivative,
NC(=N)C1=CC2=C(C=CC=C2NC2=NC=CC=N2)C=C1,0.04,8-(Pyrimidin-2-Ylamino)Naphthalene-2-Carboximidamide,others, Anticancer drug,
CC1=CC(=CNC1=O)[C@H]1C[C@@H](O)[C@H](COP(O)(O)=O)O1,4.26,"(5-Methyl-6-Oxo-1,6-Dihydro-Pyridin-3-Yl)-1,2-Dideoxy-Ribofuranose-5-Monophosphate",others, Antiviral drug,
N[C@@H](C1CC2=CC=CC=C2C1)C(O)=O,1.9,Alpha-Amino-2-Indanacetic Acid,others, Antihypertensive drug,
C[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O,827,Beta-D-Fucose,others, Anti-inflammatory drug,
CC(C)C[C@](C)(N)C(O)=O,29.8,2-Methylleucine,others, Antimicrobial drug,
COC(=O)C1=C(C)CC(=O)C2=C(O)C3=C(C=C12)C(=O)C1=CC=CC(O)=C1C3=O,0.0233,Nogalaviketone,others, Antitumor drug,
O=CN(C1CCC1)C1CCCC1,6.45,N-Cyclopentyl-N-Cyclobutylformamide,others, Analgesic drug,
OC(=O)\C=C\C1=CC=C(O)C=C1,1.02,Para-Coumaric Acid,others, Anti-inflammatory drug,
CC(C)(CO[P@](O)(=O)O[P@@](O)(=O)OC[C@@H]1O[C@H]([C@H](O)[C@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N)[C@@H](O)C(=O)NCCC(=O)NCCSCC1=CC=C(O)C=C1,3.34,4-Hydroxybenzyl Coenzyme A,others, Neurotransmitter drug,
OP(O)(=O)O[P@@](O)(=O)OC[C@H]1O[C@@H](C[C@@H]1F)N1C=CC(=O)NC1=O,8.13,Fudp,others, Antiviral drug,
NC1=NN=C2C(CCC3=CC=CC=C23)=C1,1.8,"5,6-Dihydro-Benzo[H]Cinnolin-3-Ylamine",others, Antihypertensive drug,
[H][C@@]1(C)C[C@]([H])(C)[C@]([H])(O)[C@@]([H])(C)[C@]([H])(O)[C@@]([H])(C)C(=O)O[C@]([H])(CC)[C@]([H])(C)[C@]([H])(O)[C@@]([H])(C)C1=O,1.12,6-Deoxyerythronolide B,others, Antibiotic drug,
NC(=O)C1=CC=CC(=[NH+]1)[C@@H]1O[C@@H](CO[P@]([O-])(=O)O[P@@](O)(=O)OC[C@@H]2O[C@H]([C@H](O)[C@H]2O)N2C=NC3=C2N=CN=C3N)[C@H](O)[C@H]1O,2.16,Cpad,others, Antihypertensive drug,
C[C@](O)([C@@H](CC(O)=O)C(O)=O)C(O)=O,149,Alpha-Methylisocitric Acid,others, Anti-inflammatory drug,
NCCCN1CCN(CCCNC(=O)C2=CC(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)=CC(=C2)[N+]([O-])=O)CC1,3.81,N-{3-[4-(3-Amino-Propyl)-Piperazin-1-Yl]-Propyl}-3-Nitro-5-(Galactopyranosyl)-Beta-Benzamide,others, Anticancer drug,
CC(C)C(=O)C(O)=O,30.2,Alpha-ketoisovalerate,others, Nutrient supplement,
CC(=O)N[C@@H](CCC(O)=O)C(O)=O,18.6,N-Acetyl-L-Glutamate,others, Nutrient supplement,
OCC(O)CO,1170,Glycerol,others, Nutrient supplement,
CCCC[C@H](O)[C@@H](O)CO,210,"Heptane-1,2,3-Triol",others, Nutrient supplement,
OC(=O)C(C(O)=O)C1=CC=CC=C1,4.84,RU78191,others, Analgesic drug,
CN[C@@H]1C[C@H](C)S(=O)(=O)C2=C1C=C(S2)S(N)(=O)=O,1.08,"(4s-Trans)-4-(Methylamino)-5,6-Dihydro-6-Methyl-4h-Thieno(2,3-B)Thiopyran-2-Sulfonamide-7,7-Dioxide",others, Antibiotic drug,
CCCCCCCCCCOCO,0.0547,Decyloxy-Methanol,others, Anti-inflammatory drug,
CC1=NC=C(COP(O)(O)=O)C(CNCCCC[C@@H](N)C(O)=O)=C1O,0.359,N'-Pyridoxyl-Lysine-5'-Monophosphate,others, Nutrient supplement,
O=C1C=CC(=O)N1COCN1C(=O)C=CC1=O,10.4,"1-[Pyrrol-1-Yl-2,5-Dione-Methoxymethyl]-Pyrrole-2,5-Dione",others, Antioxidant drug,
OC[C@@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](F)[C@H](OC3=CC=C(C=C3[N+]([O-])=O)[N+]([O-])=O)O[C@H]2CO)[C@@H](O)[C@H](O)[C@H]1O,5.5,"2',4'-Dinitrophenyl-2deoxy-2-Fluro-B-D-Cellobioside",others, Enzyme inhibitor drug,
OCC[C@@H](O)[C@H](O)COP(O)(O)=O,33,Open Form of 2'-Deoxy-Ribofuranose-5'-Phosphate,others, Nutrient supplement,
COC(=O)C1=C(O)C=CC=C1OCCCCNC(=O)[C@@H](CC1=CC=C(C=C1)N(C(=O)C(O)=O)C1=CC=CC=C1C(O)=O)NC(=O)OCC=C,0.0024,N-(Allyloxycarbonyl)-4-[N-(Carboxy-Formyl)-2-(Benzoic Acid)-Amino]-L-Phenylalaninyl-Amino-Butyloxy-(6-Hydroxy-Benzoic Acid Methyl Ester),others, Antibiotic drug,
[H][C@]1(O)CN(CC2=CC=CS2)S(=O)(=O)C2=C1C=C(S2)S(N)(=O)=O,0.929,AL5300,others, Anti-cancer drug,
CC1=C(N2CC2)C(=O)C(CO)=C(N2CC2)C1=O,44.2,"2,5-Diaziridin-1-Yl-3-(Hydroxymethyl)-6-Methylcyclohexa-2,5-Diene-1,4-Dione",Anticholinergic,Anticholinergic,
CO[C@H]1O[C@@H](C)[C@H](O)[C@@H](O)[C@@H]1O,812,Alpha-L-1-Methyl-Fucose,others, Anti-inflammatory drug,
C[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CCCN1C(=O)[C@@H](O)[C@H](N)CC1=CC=CC=C1)C(N)=O,1.92,Apstatin,others, Enzyme inhibitor drug,
CCCCCCCCCCC=O,0.00201,Undecanal,others, Antimicrobial drug,
CC(=O)CCO,632,4-Hydroxy-2-Butanone,others, Flavoring agent,
OC[C@@H]1N[C@H](O)[C@@H](O)[C@H](O)[C@@H]1O[C@H]1O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]1O,366,"5-Amino-5-Deoxy-Cellobiono-1,5-Lactam",others, Antibiotic drug,
OC[C@@H]1O[C@H](O[P@](O)(=O)O[P@@](O)(=O)OC[C@@H]2O[C@H]([C@H](O)[C@H]2O)N2C=CC(=O)NC2=O)[C@@H](O)[C@H](O)[C@H]1F,21.3,Uridine-5'-Diphosphate-4-Deoxy-4-Fluoro-Alpha-D-Galactose,others, Enzyme inhibitor drug,
OC(=O)C1=CC=CC(O)=C1C(=O)C1=C(O)C=C(C=C1O)C(=O)O[C@@H]1CCCNC[C@@H]1NC(=O)C1=CC=C(O)C=C1,0.0157,Balanol,others, Enzyme inhibitor drug,
NC1=NC=NC2=C1N=CN2[C@@H]1O[C@@H](CO[P@](O)(=O)O[P@@](O)(=O)OC[C@@H]2O[C@H]([C@H](O)[C@H]2O)[N+]2=CC=CC(=C2)C(O)=O)[C@H](O)[C@H]1O,1.88,Deamido-Nad+,others, Enzyme cofactor drug,
CC1=NC(C)=C(S1)C1=CC=NC(N\C=N/O)=N1,0.109,"N-[4-(2,4-Dimethyl-1,3-Thiazol-5-Yl)Pyrimidin-2-Yl]-N'-Hydroxyimidoformamide",others, antineoplastic agent,
N[C@@H]1[C@@H](O)[C@H](CO)O[C@H]1N1C=NC2=C1N=CN=C2N,10,2-Amino-Adenosine,others, purine nucleoside,
C[N+]1=C(N)C=CNC1=O,11.5,3-Methylcytosine,others, nucleoside,
CN1C=NC(N)=C2N=CN=C12,1.81,3-Methyladenine,others, nucleoside,
CCCCCCCNC=O,1.73,N-Heptylformamide,others, organic compound,
CCOP(=O)(OCC)[C@@H](C)NC(=O)N(CCCl)N=O,4.11,Fotemustine,others, antineoplastic agent,
CCOC(=O)CO\N=C(\C1=CC=CC=N1)C1(CC1)C1=CC=C2N(C)C(CNC3=CC=C(C=C3)C(N)=N)=NC2=C1,0.0289,[(1-{2[(4-Carbamimidoyl-Phenylamino)-Methyl]-1-Methyl-1h-Benzoimidazol-5-Yl}-Cyclopropyl)-Pyridin-2-Yl-Methyleneaminooxy]-Acetic Acid Ethyl Ester,others, antineoplastic agent,
[H][C@](N)(CCSCC)[C@]([H])(O)C(=O)N[C@@]([H])(C)C1=C2C=CC=CC2=CC=C1,0.00918,"(2s,3r)-3-Amino-2-Hydroxy-5-(Ethylsulfanyl)Pentanoyl-((S)-(-)-(1-Naphthyl)Ethyl)Amide",others, enzyme inhibitor,
NC(=[NH2+])C1=CC=C(COB2OCCO2)C=C1,0.4,"[4-(1,3,2-Dioxaborolan-2-Yloxy)Methyl]Benzamidine",others, enzyme inhibitor,
CC1=CC=C(O)C(=C1)[N+]([O-])=O,2.26,2-Nitro-P-Cresol,others, organic compound,
